OrderID,ClientName,ServiceType,OrderDate,CompletionDate,Revenue,Cost,Status
1047.0,ABC ltd,Data Cleanup,2024-02-19,2024-05-19,99448,71179.0,Pending
1048.0,Xyz pvt,Automation,2024-05-09,2024-01-16,84853,,Done
1049.0,Xyz pvt,Consulting,2024-02-16,2024-07-24,104897,42328.0,In Progress
1050.0,abc LTD,Automation,2024-01-14,2024-06-30,42728,39632.0,Done
1051.0,Delta Corp,BI Report,2024-01-31,2024-06-11,72858,45515.0,In Progress
1052.0,abc LTD,Data Cleanup,2024-02-19,2024-02-15,64089,70074.0,Pending
1053.0,abc LTD,Data Cleanup,2024-02-10,2024-01-08,111604,,In Progress
1054.0,Delta Corp,Automation,2024-01-14,2024-08-06,113531,72947.0,Done
1055.0,DELTA corp,Consulting,2024-05-12,2024-02-14,99257,36170.0,Done
1056.0,ABC ltd,Automation,2024-01-05,2024-02-25,43964,54857.0,Pending
1057.0,Xyz pvt,BI Report,2024-06-05,2024-08-04,112065,57744.0,In Progress
1058.0,abc LTD,Consulting,2024-01-05,2024-02-06,91992,85621.0,Pending
,Delta Corp,Consulting,2024-04-22,2024-02-22,114259,13327.0,In Progress
1060.0,XYZ Pvt,Automation,2024-04-27,2024-03-16,57240,69246.0,In Progress
1061.0,abc LTD,BI Report,2024-04-05,2024-07-22,115282,41264.0,Pending
1062.0,Xyz pvt,Consulting,2024-02-05,2024-06-01,98449,86596.0,Pending
1063.0,ABC ltd,Data Cleanup,2024-03-19,2024-04-03,27675,23656.0,In Progress
1064.0,abc LTD,BI Report,2024-01-19,2024-04-23,112677,26805.0,Pending
1065.0,abc LTD,Consulting,2024-01-22,2024-02-09,107525,36855.0,In Progress
1066.0,DELTA corp,Automation,2024-06-10,2024-04-22,75049,12127.0,Pending
1067.0,Delta Corp,Consulting,2024-02-25,2024-06-05,96664,69722.0,Pending
1068.0,XYZ Pvt,Data Cleanup,2024-01-17,2024-02-14,63436,46319.0,Pending
1069.0,XYZ Pvt,BI Report,2024-01-17,2024-07-28,55213,77126.0,Done
1070.0,ABC ltd,Consulting,2024-05-25,2024-02-26,43111,20973.0,Pending
1071.0,Xyz pvt,Data Cleanup,2024-06-21,2024-04-26,19284,56087.0,Done
1072.0,ABC ltd,Consulting,2024-03-18,2024-02-13,106029,65711.0,In Progress
,abc LTD,Consulting,2024-02-25,2024-03-13,32585,35281.0,In Progress
1074.0,abc LTD,BI Report,2024-03-20,2024-07-12,80039,24549.0,Pending
1075.0,XYZ Pvt,Automation,2024-02-19,2024-03-21,110131,69426.0,Done
1076.0,Xyz pvt,Automation,2024-02-27,2024-08-01,22131,35623.0,In Progress
1077.0,Delta Corp,Data Cleanup,2024-01-18,2024-03-10,58382,12697.0,Done
1078.0,Xyz pvt,Data Cleanup,2024-05-14,2024-03-07,106733,23730.0,Done
1079.0,abc LTD,Data Cleanup,2024-03-16,2024-08-01,48527,36245.0,In Progress
1080.0,Delta Corp,BI Report,2024-01-10,2024-01-07,102493,52134.0,Done
1081.0,Xyz pvt,Automation,2024-03-09,2024-05-18,45936,39313.0,Done
1082.0,Xyz pvt,Data Cleanup,2024-03-25,2024-05-06,102081,73573.0,In Progress
1083.0,Delta Corp,Data Cleanup,2024-05-10,2024-03-20,68441,61595.0,Pending
1084.0,abc LTD,Consulting,2024-03-23,2024-06-24,69598,37908.0,Pending
1085.0,Xyz pvt,Consulting,2024-04-18,2024-08-02,94220,75557.0,Done
1086.0,Delta Corp,Data Cleanup,2024-02-13,2024-02-14,35642,47648.0,Pending
1087.0,DELTA corp,Consulting,2024-05-21,2024-04-03,84907,,In Progress
1088.0,DELTA corp,Consulting,2024-05-11,2024-06-20,27651,70710.0,In Progress
1089.0,abc LTD,Consulting,2024-01-18,2024-02-02,16665,16839.0,In Progress
1090.0,Delta Corp,BI Report,2024-04-02,2024-03-25,21918,,Done
1091.0,DELTA corp,Data Cleanup,2024-06-28,2024-03-08,38007,,In Progress
1092.0,Delta Corp,Data Cleanup,2024-02-07,2024-07-15,111944,83450.0,Done
1093.0,Xyz pvt,Consulting,2024-05-27,2024-05-24,90730,17948.0,Done
1094.0,abc LTD,BI Report,2024-06-20,2024-02-15,40035,52638.0,In Progress
1095.0,DELTA corp,Consulting,2024-02-20,2024-02-03,104352,13873.0,In Progress
1096.0,Xyz pvt,BI Report,2024-01-19,2024-01-28,103602,39461.0,Done
1097.0,ABC ltd,Data Cleanup,2024-04-29,2024-08-05,91749,81034.0,In Progress
1098.0,ABC ltd,Consulting,2024-03-08,2024-03-25,103148,35091.0,Pending
,abc LTD,Data Cleanup,2024-03-06,2024-02-25,37211,79171.0,Done
1100.0,DELTA corp,BI Report,2024-05-20,2024-04-26,69587,60999.0,Done
,DELTA corp,Automation,2024-06-06,2024-04-19,41866,41532.0,In Progress
1102.0,DELTA corp,BI Report,2024-04-07,2024-02-19,112135,30690.0,In Progress
1103.0,Delta Corp,Automation,2024-06-06,2024-04-04,22344,25036.0,Done
1104.0,Xyz pvt,Data Cleanup,2024-06-27,2024-06-03,83737,53040.0,Done
1105.0,DELTA corp,Data Cleanup,2024-03-28,2024-05-22,85288,64196.0,Done
1106.0,Xyz pvt,Consulting,2024-06-24,2024-05-19,77546,55911.0,In Progress
1107.0,abc LTD,Automation,2024-02-02,2024-07-24,25327,52562.0,Done
1108.0,DELTA corp,BI Report,2024-04-14,2024-04-03,63659,18321.0,Pending
1109.0,abc LTD,Data Cleanup,2024-03-14,2024-01-20,60797,37152.0,Pending
1110.0,DELTA corp,Automation,2024-03-22,2024-03-22,86627,62911.0,In Progress
1111.0,ABC ltd,BI Report,2024-01-19,2024-04-20,42608,8145.0,Done
1112.0,XYZ Pvt,Automation,2024-03-11,2024-06-27,43285,78637.0,Done
1113.0,abc LTD,BI Report,2024-02-26,2024-04-04,103534,12247.0,Pending
1114.0,DELTA corp,BI Report,2024-05-26,2024-08-05,63634,,Done
1115.0,XYZ Pvt,BI Report,2024-03-19,2024-04-01,55289,77724.0,In Progress
1116.0,abc LTD,BI Report,2024-06-17,2024-03-06,103479,71289.0,In Progress
1117.0,Delta Corp,Automation,2024-02-11,2024-04-22,33007,51547.0,In Progress
1118.0,DELTA corp,Automation,2024-06-28,2024-03-06,40257,10696.0,Done
1119.0,Delta Corp,Consulting,2024-04-25,2024-02-25,100054,,Done
1120.0,ABC ltd,Automation,2024-01-04,2024-06-19,44784,27713.0,Pending
1121.0,DELTA corp,Automation,2024-01-04,2024-01-17,53588,52549.0,Pending
1122.0,ABC ltd,Consulting,2024-01-05,2024-03-22,59221,51548.0,In Progress
1123.0,XYZ Pvt,Automation,2024-02-10,2024-04-26,36378,60633.0,Done
1124.0,abc LTD,BI Report,2024-04-17,2024-03-11,19696,12641.0,Done
1125.0,Xyz pvt,Data Cleanup,2024-03-27,2024-07-05,108531,79095.0,In Progress
1126.0,ABC ltd,Data Cleanup,2024-04-13,2024-06-20,49635,19631.0,In Progress
1127.0,Xyz pvt,Consulting,2024-04-26,2024-07-27,73543,43816.0,Pending
1128.0,Xyz pvt,Automation,2024-04-10,2024-06-20,96259,10023.0,Pending
,abc LTD,Automation,2024-03-15,2024-04-29,34207,33656.0,In Progress
1130.0,XYZ Pvt,Consulting,2024-03-15,2024-07-29,42524,42842.0,Done
1131.0,abc LTD,Data Cleanup,2024-01-13,2024-02-04,43554,,Pending
1132.0,DELTA corp,BI Report,2024-05-21,2024-04-19,26817,53923.0,In Progress
1133.0,ABC ltd,Automation,2024-01-25,2024-06-29,70258,43080.0,Done
1134.0,Xyz pvt,Consulting,2024-04-24,2024-08-03,77582,11474.0,In Progress
1135.0,abc LTD,BI Report,2024-06-20,2024-02-05,15168,87707.0,Done
1136.0,abc LTD,Consulting,2024-03-22,2024-06-06,57981,11260.0,Pending
1137.0,abc LTD,Consulting,2024-01-10,2024-07-19,107306,68218.0,Done
1138.0,ABC ltd,Consulting,2024-02-19,2024-07-02,80199,57109.0,Done
1139.0,XYZ Pvt,Data Cleanup,2024-06-20,2024-01-18,79948,13618.0,In Progress
1140.0,abc LTD,Data Cleanup,2024-05-21,2024-07-14,72782,53765.0,Done
1141.0,ABC ltd,Consulting,2024-01-15,2024-05-12,95759,42118.0,Pending
1142.0,Xyz pvt,Automation,2024-01-16,2024-06-23,76599,17285.0,In Progress
1143.0,DELTA corp,BI Report,2024-01-02,2024-07-05,88563,65083.0,In Progress
1144.0,Delta Corp,Automation,2024-06-06,2024-04-15,31291,81677.0,In Progress
1145.0,ABC ltd,Data Cleanup,2024-01-30,2024-03-12,68833,36352.0,In Progress
,Delta Corp,BI Report,2024-03-22,2024-03-25,105975,52056.0,In Progress
1147.0,abc LTD,Consulting,2024-01-31,2024-07-07,102057,71045.0,In Progress
1148.0,abc LTD,Automation,2024-03-17,2024-04-17,105251,31707.0,In Progress
1149.0,ABC ltd,Automation,2024-05-27,2024-01-24,102154,30161.0,Pending
1150.0,Delta Corp,Consulting,2024-06-25,2024-06-27,109535,75390.0,Pending
1151.0,abc LTD,Automation,2024-04-23,2024-05-27,47992,26650.0,In Progress
1152.0,Xyz pvt,Data Cleanup,2024-02-04,2024-02-06,54350,24944.0,Done
1153.0,XYZ Pvt,Consulting,2024-01-23,2024-06-30,16573,15546.0,In Progress
1154.0,XYZ Pvt,Automation,2024-04-15,2024-06-02,23577,62139.0,In Progress
1155.0,abc LTD,Consulting,2024-04-06,2024-03-10,23712,15207.0,In Progress
1156.0,Delta Corp,BI Report,2024-04-24,2024-07-21,44948,80022.0,Done
1157.0,DELTA corp,Consulting,2024-04-09,2024-02-01,92700,39222.0,Pending
1158.0,abc LTD,Automation,2024-02-24,2024-06-04,20217,37121.0,Done
1159.0,DELTA corp,Data Cleanup,2024-01-08,2024-02-21,75178,46915.0,Done
1160.0,DELTA corp,Consulting,2024-06-16,2024-01-17,100062,18017.0,Done
1161.0,Delta Corp,Consulting,2024-02-28,2024-03-30,111806,23094.0,Done
1162.0,DELTA corp,Automation,2024-05-07,2024-03-11,41409,39236.0,In Progress
1163.0,Xyz pvt,Data Cleanup,2024-02-01,2024-05-17,64040,15664.0,Pending
1164.0,Delta Corp,Data Cleanup,2024-04-02,2024-05-21,93270,,Done
1165.0,abc LTD,BI Report,2024-01-07,2024-06-01,116805,88109.0,Pending
1166.0,Xyz pvt,BI Report,2024-01-02,2024-04-24,94066,75219.0,In Progress
1167.0,ABC ltd,Automation,2024-03-25,2024-03-27,92930,71590.0,In Progress
1168.0,XYZ Pvt,Data Cleanup,2024-05-13,2024-05-09,82035,17390.0,Pending
,abc LTD,Data Cleanup,2024-04-15,2024-03-08,108075,,In Progress
1170.0,abc LTD,BI Report,2024-02-05,2024-08-06,24669,56588.0,Pending
1171.0,abc LTD,BI Report,2024-06-08,2024-03-17,73247,50667.0,Done
,Xyz pvt,Automation,2024-02-14,2024-04-12,73975,37980.0,In Progress
1173.0,ABC ltd,Data Cleanup,2024-02-11,2024-03-18,43562,31808.0,In Progress
1174.0,Delta Corp,Consulting,2024-02-22,2024-03-16,36629,71470.0,Pending
1175.0,ABC ltd,BI Report,2024-04-19,2024-02-04,106282,80762.0,In Progress
1176.0,Xyz pvt,Automation,2024-01-09,2024-05-09,76463,25926.0,Done
1177.0,abc LTD,Data Cleanup,2024-03-27,2024-08-02,61007,25621.0,In Progress
1178.0,XYZ Pvt,Data Cleanup,2024-04-23,2024-01-21,33128,19167.0,In Progress
1179.0,abc LTD,BI Report,2024-03-15,2024-08-05,17039,79245.0,In Progress
1180.0,Delta Corp,Automation,2024-06-25,2024-05-17,18857,86776.0,Pending
1181.0,DELTA corp,Consulting,2024-05-09,2024-06-10,74019,43031.0,Done
1182.0,XYZ Pvt,BI Report,2024-01-11,2024-02-21,106432,40146.0,Done
1183.0,abc LTD,Automation,2024-02-19,2024-04-15,85486,15998.0,In Progress
1184.0,XYZ Pvt,Data Cleanup,2024-06-11,2024-04-21,104007,,In Progress
1185.0,DELTA corp,Consulting,2024-05-01,2024-05-10,95977,84348.0,Pending
1186.0,ABC ltd,Automation,2024-05-22,2024-01-27,27735,,Done
1187.0,Xyz pvt,Consulting,2024-03-15,2024-07-29,102951,87764.0,In Progress
1188.0,abc LTD,Automation,2024-01-31,2024-07-08,49511,32747.0,Done
1189.0,Delta Corp,Automation,2024-04-01,2024-03-28,61051,,In Progress
1190.0,ABC ltd,Automation,2024-06-04,2024-06-16,67693,,In Progress
1191.0,abc LTD,Automation,2024-06-01,2024-03-05,84152,46955.0,Pending
1192.0,ABC ltd,Consulting,2024-04-01,2024-07-21,95919,67965.0,Done
1193.0,Delta Corp,BI Report,2024-06-01,2024-07-11,44756,49560.0,Done
1194.0,abc LTD,Consulting,2024-03-15,2024-03-03,18894,39343.0,In Progress
1195.0,DELTA corp,Automation,2024-04-01,2024-01-08,119531,11950.0,In Progress
1196.0,DELTA corp,Consulting,2024-05-08,2024-06-15,58232,11889.0,Pending
1197.0,Delta Corp,Consulting,2024-02-11,2024-02-19,68214,38410.0,In Progress
1198.0,XYZ Pvt,Consulting,2024-04-19,2024-02-24,84817,26976.0,Done
1199.0,Delta Corp,Automation,2024-06-10,2024-01-07,78862,,Pending
1200.0,XYZ Pvt,Consulting,2024-01-18,2024-01-20,105183,82747.0,Done
1201.0,abc LTD,Data Cleanup,2024-03-17,2024-06-18,45036,30742.0,Pending
1202.0,XYZ Pvt,Automation,2024-05-12,2024-05-27,33584,31553.0,Done
1203.0,abc LTD,Consulting,2024-01-20,2024-07-11,115447,71338.0,In Progress
1204.0,abc LTD,Data Cleanup,2024-05-06,2024-04-10,47308,37332.0,Done
1205.0,Xyz pvt,Consulting,2024-03-15,2024-03-30,43333,86625.0,Done
,abc LTD,BI Report,2024-03-02,2024-07-15,50949,12436.0,Pending
1207.0,XYZ Pvt,Consulting,2024-02-01,2024-08-01,99795,25087.0,Done
1208.0,Xyz pvt,Consulting,2024-06-26,2024-04-25,112330,63702.0,In Progress
,Xyz pvt,BI Report,2024-06-14,2024-07-03,54288,33428.0,Pending
1210.0,abc LTD,Automation,2024-01-28,2024-01-28,93588,82033.0,Pending
1211.0,Delta Corp,BI Report,2024-03-14,2024-04-13,92807,36154.0,Done
1212.0,Delta Corp,Automation,2024-03-21,2024-02-11,60267,52747.0,Pending
1213.0,DELTA corp,BI Report,2024-01-22,2024-04-21,47175,,In Progress
1214.0,Xyz pvt,Consulting,2024-06-19,2024-02-15,23915,77493.0,Done
1215.0,abc LTD,Consulting,2024-06-12,2024-03-02,96658,45358.0,In Progress
1216.0,Delta Corp,Automation,2024-04-05,2024-04-11,87454,60484.0,Done
1217.0,abc LTD,Automation,2024-05-01,2024-01-30,74722,88449.0,Done
1218.0,abc LTD,Data Cleanup,2024-05-02,2024-04-24,110973,58837.0,Pending
1219.0,Xyz pvt,Data Cleanup,2024-02-21,2024-02-11,80298,,Pending
1220.0,DELTA corp,Consulting,2024-06-12,2024-02-14,28805,15531.0,Pending
1221.0,Xyz pvt,Consulting,2024-06-04,2024-03-30,100134,21825.0,Done
1222.0,ABC ltd,Data Cleanup,2024-03-18,2024-02-20,55517,72028.0,Pending
1223.0,Delta Corp,Data Cleanup,2024-06-12,2024-07-11,69716,80447.0,In Progress
1224.0,Delta Corp,Automation,2024-03-10,2024-04-16,17871,40316.0,Pending
1225.0,Delta Corp,BI Report,2024-05-16,2024-04-12,117793,79267.0,In Progress
1226.0,XYZ Pvt,Automation,2024-01-21,2024-01-24,52375,25279.0,Pending
1227.0,abc LTD,Data Cleanup,2024-03-04,2024-04-05,60741,52223.0,Done
1228.0,Xyz pvt,Consulting,2024-03-16,2024-05-21,38148,36000.0,Pending
1229.0,Delta Corp,Data Cleanup,2024-03-01,2024-03-14,20834,20045.0,In Progress
1230.0,ABC ltd,Consulting,2024-04-04,2024-01-10,57680,59498.0,In Progress
1231.0,Delta Corp,Consulting,2024-02-09,2024-06-07,18399,44299.0,Pending
1232.0,DELTA corp,Consulting,2024-01-04,2024-05-31,79091,84202.0,In Progress
1233.0,abc LTD,Consulting,2024-01-31,2024-06-11,36762,26245.0,Done
1234.0,abc LTD,BI Report,2024-06-03,2024-02-22,66009,35339.0,Pending
1235.0,Xyz pvt,Data Cleanup,2024-06-01,2024-04-26,91493,78388.0,In Progress
1236.0,XYZ Pvt,Automation,2024-03-09,2024-05-28,66548,89950.0,Pending
1237.0,Xyz pvt,Consulting,2024-03-10,2024-07-22,43340,71819.0,Pending
,Delta Corp,Consulting,2024-01-05,2024-01-23,76365,87817.0,Pending
1239.0,DELTA corp,Automation,2024-04-24,2024-07-07,107674,,Pending
1240.0,ABC ltd,Automation,2024-03-31,2024-06-02,96344,24626.0,Pending
1241.0,Xyz pvt,Consulting,2024-01-08,2024-02-05,74790,31302.0,Done
1242.0,XYZ Pvt,Automation,2024-01-09,2024-05-13,108779,54691.0,Pending
1243.0,Xyz pvt,Automation,2024-01-15,2024-05-15,82797,38112.0,Done
1244.0,abc LTD,BI Report,2024-04-14,2024-01-30,26809,79047.0,Pending
,Delta Corp,Automation,2024-01-07,2024-01-13,32696,78204.0,In Progress
1246.0,Delta Corp,Data Cleanup,2024-03-12,2024-07-16,66457,,Pending
1247.0,Delta Corp,Data Cleanup,2024-04-24,2024-03-07,36891,80551.0,Pending
1248.0,Delta Corp,Data Cleanup,2024-01-15,2024-05-19,74151,39314.0,In Progress
1249.0,Delta Corp,Consulting,2024-06-13,2024-01-12,99661,85150.0,Done
1250.0,Delta Corp,Data Cleanup,2024-03-23,2024-05-20,78008,77539.0,Done
1251.0,ABC ltd,BI Report,2024-02-08,2024-01-24,67488,34235.0,Done
1252.0,XYZ Pvt,Data Cleanup,2024-05-13,2024-05-29,71632,,Done
1253.0,Delta Corp,Consulting,2024-02-26,2024-05-23,81533,41366.0,In Progress
1254.0,XYZ Pvt,BI Report,2024-04-01,2024-04-25,86889,59347.0,Done
1255.0,DELTA corp,Data Cleanup,2024-03-21,2024-06-30,99239,40837.0,Done
1256.0,Delta Corp,BI Report,2024-05-26,2024-01-16,116511,16139.0,Done
1257.0,Xyz pvt,BI Report,2024-05-06,2024-02-15,72942,17585.0,Done
1258.0,Delta Corp,Consulting,2024-06-07,2024-07-13,24275,11659.0,Done
1259.0,abc LTD,Consulting,2024-03-15,2024-04-28,34965,13634.0,Pending
1260.0,ABC ltd,BI Report,2024-03-19,2024-07-03,112955,11682.0,Pending
1261.0,Xyz pvt,Data Cleanup,2024-01-10,2024-07-17,50854,43451.0,Done
1262.0,Xyz pvt,Consulting,2024-04-16,2024-07-19,30973,,In Progress
1263.0,abc LTD,BI Report,2024-03-27,2024-04-06,104086,12652.0,In Progress
1264.0,Delta Corp,Automation,2024-03-07,2024-03-20,41878,83038.0,Pending
1265.0,ABC ltd,Automation,2024-03-02,2024-03-12,32105,78249.0,In Progress
1266.0,Xyz pvt,Consulting,2024-05-10,2024-06-21,79746,13413.0,Pending
1267.0,ABC ltd,Data Cleanup,2024-05-25,2024-01-10,114458,,Done
1268.0,Xyz pvt,Automation,2024-06-01,2024-04-30,96565,28487.0,Done
1269.0,Delta Corp,Automation,2024-04-16,2024-08-05,54935,10075.0,In Progress
1270.0,DELTA corp,Automation,2024-05-27,2024-06-03,47784,41550.0,In Progress
1271.0,Xyz pvt,Data Cleanup,2024-04-02,2024-05-02,46601,50293.0,In Progress
1272.0,DELTA corp,Data Cleanup,2024-03-26,2024-06-18,54865,85445.0,Done
1273.0,Xyz pvt,Consulting,2024-06-26,2024-01-16,112081,37212.0,Done
1274.0,XYZ Pvt,Consulting,2024-04-30,2024-02-18,93701,22962.0,In Progress
1275.0,Delta Corp,Automation,2024-03-19,2024-08-06,33616,23853.0,In Progress
1276.0,abc LTD,Data Cleanup,2024-01-10,2024-07-04,26654,58209.0,In Progress
1277.0,DELTA corp,BI Report,2024-05-28,2024-03-22,32830,,In Progress
1278.0,abc LTD,Automation,2024-01-29,2024-05-02,31205,53964.0,Pending
1279.0,Delta Corp,Consulting,2024-04-05,2024-04-30,57425,75645.0,In Progress
1280.0,abc LTD,Data Cleanup,2024-01-10,2024-07-12,92495,68501.0,In Progress
1281.0,Delta Corp,Consulting,2024-01-13,2024-03-12,102694,74856.0,Pending
1282.0,abc LTD,Consulting,2024-02-16,2024-01-18,92355,89523.0,Pending
1283.0,DELTA corp,Data Cleanup,2024-05-30,2024-04-06,50851,,Pending
1284.0,XYZ Pvt,Automation,2024-02-19,2024-01-16,21952,77235.0,Pending
1285.0,abc LTD,Data Cleanup,2024-05-11,2024-05-23,104761,57884.0,In Progress
,DELTA corp,Automation,2024-04-25,2024-03-30,62405,70858.0,Done
1287.0,Xyz pvt,Consulting,2024-04-22,2024-03-30,20391,72326.0,Done
1288.0,Delta Corp,Data Cleanup,2024-03-25,2024-05-19,95004,47330.0,Done
1289.0,ABC ltd,BI Report,2024-02-22,2024-01-22,77468,54415.0,Done
1290.0,ABC ltd,Automation,2024-05-09,2024-02-22,30091,69006.0,Done
,Delta Corp,BI Report,2024-03-08,2024-05-26,45237,,Done
,XYZ Pvt,Automation,2024-03-19,2024-07-14,73353,30547.0,Pending
1293.0,abc LTD,Data Cleanup,2024-02-26,2024-07-15,89500,30939.0,Pending
1294.0,XYZ Pvt,BI Report,2024-04-06,2024-04-11,55682,,Done
1295.0,ABC ltd,Data Cleanup,2024-05-14,2024-03-20,64634,82332.0,In Progress
1296.0,DELTA corp,Automation,2024-05-26,2024-07-28,41968,9722.0,In Progress
1297.0,Delta Corp,Automation,2024-06-20,2024-07-16,69833,51364.0,Done
1298.0,Delta Corp,Automation,2024-03-03,2024-06-15,55205,19674.0,In Progress
1299.0,XYZ Pvt,Automation,2024-03-05,2024-05-21,91907,10812.0,Pending
1300.0,DELTA corp,Consulting,2024-02-08,2024-03-22,57541,10278.0,Pending
1301.0,XYZ Pvt,Automation,2024-04-18,2024-05-12,106217,,In Progress
1302.0,abc LTD,BI Report,2024-01-26,2024-02-11,43285,77159.0,Done
1303.0,Xyz pvt,Automation,2024-06-20,2024-02-04,118507,14530.0,Pending
1304.0,DELTA corp,Data Cleanup,2024-01-12,2024-06-22,67513,57866.0,In Progress
1305.0,Xyz pvt,Consulting,2024-05-29,2024-06-26,30430,89523.0,In Progress
1306.0,abc LTD,BI Report,2024-03-17,2024-02-21,24033,8924.0,Pending
1307.0,Xyz pvt,Consulting,2024-05-21,2024-05-19,34918,27546.0,Pending
1308.0,ABC ltd,Consulting,2024-03-26,2024-05-26,33256,61305.0,Done
1309.0,Xyz pvt,Consulting,2024-01-30,2024-02-22,63522,85806.0,In Progress
1310.0,abc LTD,Data Cleanup,2024-06-20,2024-05-18,79353,26953.0,Done
1311.0,Xyz pvt,Consulting,2024-06-14,2024-02-08,46188,43583.0,Pending
1312.0,Delta Corp,Consulting,2024-06-18,2024-07-31,70134,78114.0,In Progress
,XYZ Pvt,Automation,2024-02-21,2024-04-15,67657,12462.0,Pending
1314.0,ABC ltd,Data Cleanup,2024-03-03,2024-02-20,51088,8888.0,Pending
1315.0,Delta Corp,BI Report,2024-04-29,2024-07-10,29979,,Pending
1316.0,Delta Corp,BI Report,2024-04-14,2024-03-15,83264,31410.0,Done
1317.0,abc LTD,BI Report,2024-06-10,2024-05-20,65106,16602.0,Pending
1318.0,XYZ Pvt,Data Cleanup,2024-02-08,2024-01-29,16595,26614.0,Done
1319.0,XYZ Pvt,BI Report,2024-02-10,2024-03-12,47624,26444.0,Pending
1320.0,DELTA corp,Data Cleanup,2024-04-30,2024-01-09,112104,,Pending
1321.0,ABC ltd,Automation,2024-04-17,2024-01-06,82824,76149.0,In Progress
1322.0,abc LTD,Automation,2024-06-13,2024-02-08,55431,89516.0,Pending
